,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1224,to,enjoy,this,treasure,treat,my,sons,,,,,,,,,,,,
1225,with,tender,care,be,strong,and,kind,,,,,,,,,,,,
1226,here,each,comrade,is,true,to,the,other,,,,,,,,,,,
1227,loyal,to,lord,loving,in,spirit,,,,,,,,,,,,,
1228,the,thanes,have,one,purpose,the,people,are,ready,1230,,,,,,,,,
1229,having,drunk,and,pledged,the,ranks,do,as,i,bid,,,,,,,,,
1230,she,moved,then,to,her,place,men,were,drinking,wine,,,,,,,,,
1231,at,that,rare,feast,how,could,they,know,fate,,,,,,,,,,
1232,the,grim,shape,of,things,to,come,,,,,,,,,,,,
1233,the,threat,looming,over,many,thanes,,,,,,,,,,,,,
1234,as,night,approached,and,king,hrothgar,prepared,,,,,,,,,,,,
1235,to,retire,to,his,quarters,retainers,in,great,numbers,,,,,,,,,,
1236,were,posted,on,guard,as,so,often,in,the,past,,,,,,,,,
1237,benches,were,pushed,back,bedding,gear,and,bolsters,,,,,,,,,,,
1238,spread,across,the,floor,and,one,man,1240,,,,,,,,,,,
1239,lay,down,to,his,rest,already,marked,for,death,,,,,,,,,,
1240,at,their,heads,they,placed,their,polished,timber,,,,,,,,,,,
1241,battleshields,and,on,the,bench,above,them,,,,,,,,,,,,
1242,each,mans,kit,was,kept,to,hand,,,,,,,,,,,,
1243,a,towering,warhelmet,webbed,mailshirt,,,,,,,,,,,,,,
1244,and,greatshafted,spear,it,was,their,habit,,,,,,,,,,,,
1245,always,and,everywhere,to,be,ready,for,action,,,,,,,,,,,
1246,at,home,or,in,the,camp,in,whatever,case,,,,,,,,,,
1247,and,at,whatever,time,the,need,arose,,,,,,,,,,,,
1248,to,rally,round,their,lord,they,were,a,right,people,1250,,,,,,,,
1249,they,went,to,sleep,and,one,paid,dearly,,,,,,,,,,,
1250,for,his,nights,ease,as,had,happened,to,them,often,,,,,,,,,
1251,ever,since,grendel,occupied,the,goldhall,,,,,,,,,,,,,
1252,committing,evil,until,the,end,came,,,,,,,,,,,,,
1253,death,after,his,crimes,then,it,became,clear,,,,,,,,,,,
1254,obvious,to,everyone,once,the,fight,was,over,,,,,,,,,,,
1255,that,an,avenger,lurked,and,was,still,alive,,,,,,,,,,,
1256,grimly,biding,time,grendels,mother,,,,,,,,,,,,,,
1257,monstrous,hellbride,brooded,on,her,wrongs,,,,,,,,,,,,,
1258,she,had,been,forced,down,into,fearful,waters,1260,,,,,,,,,,
1259,the,cold,depths,after,cain,had,killed,,,,,,,,,,,,
1260,his,fathers,son,felled,his,own,,,,,,,,,,,,,
1261,brother,with,the,sword,banished,an,outlaw,,,,,,,,,,,,
1262,marked,by,having,murdered,he,moved,into,the,wilds,,,,,,,,,,
1263,shunning,company,and,joy,and,from,cain,there,sprang,,,,,,,,,,
1264,misbegotten,spirits,among,them,grendel,,,,,,,,,,,,,,
1265,the,banished,and,accursed,due,to,come,to,grips,,,,,,,,,,
1266,with,that,watcher,in,heorot,waiting,to,do,battle,,,,,,,,,,
1267,the,monster,wrenched,and,wrestled,with,him,,,,,,,,,,,,
1268,bu,beowulf,was,mindful,of,his,mighty,strength,1270,,,,,,,,,,
1269,the,wondrous,gifts,god,had,showered,on,him,,,,,,,,,,,
1270,he,relied,for,help,on,the,lord,of,all,,,,,,,,,,
1271,on,his,care,and,favor,so,he,overcame,the,foe,,,,,,,,,
1272,brought,down,the,hellbrute,broken,and,bowed,,,,,,,,,,,,
1273,outcast,from,all,sweetness,the,enemy,of,mankind,,,,,,,,,,,
1274,made,for,his,deathden,but,now,his,mother,,,,,,,,,,,
1275,had,sallied,forth,on,a,savage,journey,,,,,,,,,,,,
1276,griefracked,and,ravenous,desperate,for,revenge,,,,,,,,,,,,,
1277,she,came,to,heorot,there,inside,the,hall,,,,,,,,,,,
1278,danes,lay,asleep,earls,who,would,soon,endure,1280,,,,,,,,,,
1279,a,great,reversal,once,grendels,mother,,,,,,,,,,,,,
1280,attacked,and,entered,her,onslaught,was,less,,,,,,,,,,,,
1281,only,by,as,much,as,an,amazon,warriors,,,,,,,,,,,
1282,in,less,than,an,armored,mans,,,,,,,,,,,,,
1283,when,the,hefted,sword,its,hammered,edge,,,,,,,,,,,,
1284,and,gleaming,blade,slathered,in,blood,,,,,,,,,,,,,
1285,razes,the,sturdy,boarridge,off,a,helmet,,,,,,,,,,,,
1286,then,in,the,hall,hardhoned,swords,,,,,,,,,,,,,
1287,were,grabbed,from,the,bench,many,a,broad,shield,,,,,,,,,,
1288,lifted,and,braced,there,was,little,thought,of,helmets,1290,,,,,,,,,
1289,or,woven,mail,when,they,woke,in,terror,,,,,,,,,,,
1290,the,helldam,was,in,panic,desperate,to,get,out,,,,,,,,,,
1291,in,mortal,terror,the,moment,she,was,found,,,,,,,,,,,
1292,she,had,pounced,and,taken,one,of,the,retainers,,,,,,,,,,
1293,in,a,tight,hold,then,headed,for,the,fen,,,,,,,,,,
1294,to,hrothgar,this,man,was,the,most,beloved,,,,,,,,,,,
1295,of,the,friends,he,trusted,between,the,two,seas,,,,,,,,,,
1296,she,had,done,away,with,a,great,warrior,,,,,,,,,,,
1297,ambushed,him,at,rest,beowulf,was,elsewhere,,,,,,,,,,,,
1298,earlier,after,the,reward,of,the,treasure,1300,,,,,,,,,,,
1299,the,geat,had,been,given,another,lodging,,,,,,,,,,,,
1300,there,was,an,uproar,in,heorot,she,had,snatched,their,trophy,,,,,,,,
1301,grendels,bloodied,hand,it,was,a,fresh,blow,,,,,,,,,,,
1302,to,the,afflicted,bawn,the,bargain,was,hard,,,,,,,,,,,
1303,both,parties,having,to,pay,,,,,,,,,,,,,,
1304,with,the,lives,of,friends,and,the,old,lord,,,,,,,,,,
1305,the,grayhaired,warrior,was,heartsore,and,weary,,,,,,,,,,,,
1306,when,he,heard,the,news,his,highestplaced,advisor,,,,,,,,,,,
1307,his,dearest,companion,was,dead,and,gone,,,,,,,,,,,,
1308,beowulf,was,quickly,brought,to,the,chamber,1310,,,,,,,,,,,
1309,the,winner,of,fights,the,archwarrior,,,,,,,,,,,,,
1310,came,firstfooting,in,with,his,fellow,troops,,,,,,,,,,,,
1311,to,where,the,king,in,his,wisdom,waited,,,,,,,,,,,
1312,still,wondering,whether,almighty,god,,,,,,,,,,,,,,
1313,would,even,turn,the,tide,of,his,misfortunes,,,,,,,,,,,
1314,so,beowulf,entered,with,his,band,in,attendance,,,,,,,,,,,
1315,and,the,wooden,floorboards,banged,and,rang,,,,,,,,,,,,
1316,as,he,advance,hurrying,to,address,,,,,,,,,,,,,
1317,the,prince,of,the,ingwins,asking,if,hed,rested,,,,,,,,,,
1318,since,the,urgent,summons,had,come,as,a,surprise,1320,,,,,,,,,
1319,then,hrothgar,the,shieldings,helmet,spoke,,,,,,,,,,,,,
1320,rest,what,is,rest,sorrow,has,returned,,,,,,,,,,,,
1321,alas,for,the,danes,aeschere,is,dead,,,,,,,,,,,,
1322,he,was,yrmenlafs,elder,brother,,,,,,,,,,,,,,
1323,and,a,soul,mate,to,me,a,true,mentor,,,,,,,,,,
1324,my,righthand,man,when,the,ranks,clashed,,,,,,,,,,,,
1325,and,our,boarcrests,had,to,take,a,battering,,,,,,,,,,,
1326,in,the,line,of,action,aechere,was,everything,,,,,,,,,,,
1327,the,world,admires,in,a,wise,man,and,a,friend,,,,,,,,,
1328,then,this,roaming,killer,came,in,a,fury,1330,,,,,,,,,,
1329,and,slaughtered,him,in,heorot,where,she,is,hiding,,,,,,,,,,
1330,glutting,on,the,corpse,and,glorying,in,her,escape,,,,,,,,,,
1331,i,cannot,tell,she,has,taken,up,the,feud,,,,,,,,,,
1332,because,of,last,night,when,you,killed,grendel,,,,,,,,,,,
1333,wrestled,and,racked,him,in,ruinous,combat,,,,,,,,,,,,
1334,since,for,too,long,he,had,terrorized,us,,,,,,,,,,,
1335,with,his,depredations,he,died,in,battle,,,,,,,,,,,,
1336,paid,with,his,life,and,now,this,powerful,,,,,,,,,,,
1337,other,one,arrives,this,force,for,evil,,,,,,,,,,,,
1338,driven,to,avenge,her,kinsmans,death,1340,,,,,,,,,,,,
1339,or,so,it,seems,to,thanes,in,their,grief,,,,,,,,,,
1340,in,the,anguish,every,thane,endures,,,,,,,,,,,,,
1341,at,the,loss,of,a,ringgiver,now,that,the,hand,,,,,,,,,
1342,that,bestowed,so,richly,has,been,stilled,in,death,,,,,,,,,,
1343,i,have,heard,it,said,by,my,people,in,hall,,,,,,,,,
1344,counselors,who,live,in,the,upland,country,,,,,,,,,,,,
1345,that,they,have,seen,two,such,creatures,,,,,,,,,,,,
1346,prowling,the,moors,huge,marauders,,,,,,,,,,,,,,
1347,from,some,other,world,one,of,these,things,,,,,,,,,,,
1348,as,far,as,anyone,ever,can,discern,1350,,,,,,,,,,,
1349,looks,like,a,woman,the,other,warped,,,,,,,,,,,,
1350,in,the,shape,of,a,man,moves,beyond,the,pale,,,,,,,,,
1351,bigger,than,any,man,an,unnatural,birth,,,,,,,,,,,,
1352,called,grendel,by,country,people,,,,,,,,,,,,,,
1353,in,former,days,they,are,fatherless,creatures,,,,,,,,,,,,
1354,and,their,whole,ancestry,is,hidden,in,a,past,,,,,,,,,,
1355,of,demons,and,ghosts,they,dwell,apart,,,,,,,,,,,,
1356,among,wolves,on,hills,on,windswept,crags,,,,,,,,,,,,
1357,and,treacherous,keshes,where,cold,streams,,,,,,,,,,,,,
1358,pour,down,the,mountain,and,disappear,1360,,,,,,,,,,,,
1359,under,mist,and,moorland,a,few,miles,from,here,,,,,,,,,,
1360,a,froststiffened,wood,waits,and,keeps,watch,,,,,,,,,,,,
1361,above,a,mere,the,overhanging,bank,,,,,,,,,,,,,
1362,is,a,maze,of,tree,roots,mirrored,in,its,surface,,,,,,,,,
1363,at,night,there,something,uncanny,happens,,,,,,,,,,,,,
1364,the,water,burns,and,the,mere,bottom,,,,,,,,,,,,
1365,has,never,been,sounded,by,the,sons,of,men,,,,,,,,,,
1366,on,its,bank,the,heatherstepper,halts,,,,,,,,,,,,,
1367,the,hart,in,flight,from,pursuing,hounds,,,,,,,,,,,,
1368,will,turn,to,face,them,with,firmset,horns,1370,,,,,,,,,,
1369,and,die,in,the,wood,rather,than,dive,,,,,,,,,,,
1370,beneath,its,surface,that,is,no,good,place,,,,,,,,,,,
1371,when,the,wind,blows,up,and,stormy,weather,,,,,,,,,,,
1372,makes,clouds,scud,and,the,skies,weep,,,,,,,,,,,,
1373,out,of,its,depths,a,dirty,surge,,,,,,,,,,,,
1374,is,pitched,towards,the,heavens,now,help,depends,,,,,,,,,,,
1375,again,on,you,and,you,alone,,,,,,,,,,,,,
1376,the,gap,of,danger,where,the,demon,waits,,,,,,,,,,,
1377,is,still,unknown,to,you,seek,it,if,you,dare,,,,,,,,,
1378,i,will,compensate,you,for,settling,the,feud,1380,,,,,,,,,,
1379,as,i,did,last,time,with,lavish,wealth,,,,,,,,,,,
1380,coffers,of,coiled,gold,if,you,come,back,,,,,,,,,,,
1381,beowulf,son,of,ecgtheow,spoke,,,,,,,,,,,,,,
1382,wise,sir,do,not,grieve,it,is,always,better,,,,,,,,,,
1383,to,avenge,dear,ones,than,to,indulge,in,mourning,,,,,,,,,,
1384,for,every,one,of,us,living,in,this,world,,,,,,,,,,
1385,means,waiting,for,our,end,let,whoever,can,,,,,,,,,,,
1386,win,glory,before,death,when,a,warrior,is,gone,,,,,,,,,,
1387,that,will,be,his,best,and,only,bulwark,,,,,,,,,,,
1388,so,arise,my,lord,and,let,us,immediately,1390,,,,,,,,,,
1389,set,forth,on,the,trail,of,this,trolldam,,,,,,,,,,,
1390,i,guarantee,you,she,will,not,get,away,,,,,,,,,,,
1391,not,to,dens,underground,nor,upland,groves,,,,,,,,,,,,
1392,nor,the,ocean,floor,shell,have,nowhere,to,flee,to,,,,,,,,,
1393,endure,your,troubles,today,bear,up,,,,,,,,,,,,,
1394,and,be,the,man,i,expect,you,to,be,,,,,,,,,,
1395,with,that,the,old,lord,sprung,to,his,feet,,,,,,,,,,
1396,and,praised,god,for,beowulfs,pledge,,,,,,,,,,,,,
1397,then,a,bit,and,halter,were,brought,for,his,horse,,,,,,,,,
1398,with,the,plaited,mane,the,wise,king,mounted,1400,,,,,,,,,,
1399,the,royal,saddle,and,rode,out,in,style,,,,,,,,,,,
1400,with,a,force,of,shieldbearers,the,forest,paths,,,,,,,,,,,
1401,were,marked,all,over,with,the,monsters,tracks,,,,,,,,,,,
1402,her,trail,on,the,ground,wherever,she,had,gone,,,,,,,,,,
1403,across,the,dark,moors,dragging,away,,,,,,,,,,,,,
1404,the,body,of,that,thane,hrothgars,best,,,,,,,,,,,,
1405,counselor,and,overseer,of,the,country,,,,,,,,,,,,,
1406,so,the,noble,prince,proceeded,undismayed,,,,,,,,,,,,,
1407,up,fells,and,screes,along,narrow,footpaths,,,,,,,,,,,,
1408,and,ways,where,they,were,forced,into,single,file,1410,,,,,,,,,
1409,ledges,on,cliffs,above,lairs,of,watermonsters,,,,,,,,,,,,
1410,he,went,in,front,with,a,few,men,,,,,,,,,,,
1411,good,judges,of,the,lie,of,the,land,,,,,,,,,,,
1412,and,suddenly,discovered,the,dismal,wood,,,,,,,,,,,,,
1413,mountain,trees,growing,out,at,an,angle,,,,,,,,,,,,
1414,above,gray,stones,the,bloodshot,water,,,,,,,,,,,,,
1415,surged,underneath,it,was,a,sore,blow,,,,,,,,,,,,
1416,to,all,of,the,danes,friends,of,the,shieldings,,,,,,,,,,
1417,a,hurt,to,each,and,every,one,,,,,,,,,,,,
1418,of,that,noble,company,when,they,came,upon,1420,,,,,,,,,,
1419,aecheres,head,at,the,foot,of,the,cliff,,,,,,,,,,,
1420,everybody,gazed,as,the,hot,gore,,,,,,,,,,,,,
1421,kept,wallowing,up,and,an,urgent,warhorn,,,,,,,,,,,,
1422,repeated,its,notes,the,whole,party,,,,,,,,,,,,,
1423,sat,down,to,watch,the,water,was,infested,,,,,,,,,,,
1424,with,all,kinds,of,reptiles,there,were,writhing,seadragons,,,,,,,,,,
1425,and,monsters,slouching,on,slopes,by,the,cliff,,,,,,,,,,,
1426,serpents,and,wild,things,such,as,those,that,often,,,,,,,,,,
1427,surface,at,dawn,to,roam,the,sailroad,,,,,,,,,,,,
1428,and,doom,the,voyage,down,they,plunged,1430,,,,,,,,,,,
1429,lashing,in,anger,at,the,loud,call,,,,,,,,,,,,
1430,of,the,battle,bugle,an,arrow,from,the,bow,,,,,,,,,,
1431,of,the,geat,chief,got,one,of,them,,,,,,,,,,,
1432,as,he,surged,to,the,surface,the,seasoned,shaft,,,,,,,,,,
1433,stuck,deep,in,his,flank,and,his,freedom,in,the,water,,,,,,,,
1434,got,less,and,less,it,was,his,last,swim,,,,,,,,,,
1435,he,was,swiftly,overwhelmed,in,the,shallows,,,,,,,,,,,,
1436,prodded,by,barbed,boarspears,,,,,,,,,,,,,,,
1437,cornered,beaten,pulled,up,on,the,bank,,,,,,,,,,,,
1438,a,strange,lakebirth,a,loathsome,catch,1440,,,,,,,,,,,,
1439,men,gazed,at,in,awe,beowulf,got,ready,,,,,,,,,,,
1440,donned,his,wargear,indifferent,to,death,,,,,,,,,,,,,
1441,his,mighty,handforged,finewebbed,mail,,,,,,,,,,,,,,
1442,would,soon,meet,with,the,menace,under,water,,,,,,,,,,,
1443,it,would,keep,the,bonecage,of,his,body,safe,,,,,,,,,,
1444,no,enemys,clasp,could,crush,him,in,it,,,,,,,,,,,
1445,no,vicious,arm,lock,choke,his,life,out,,,,,,,,,,,
1446,to,guard,his,head,he,had,a,glittering,helmet,,,,,,,,,,
1447,that,was,due,to,be,muddied,on,the,mere,bottom,,,,,,,,,
1448,and,blurred,in,the,up,swirl,it,was,of,beaten,gold,1450,,,,,,,
1449,princely,headgear,hooped,and,hasped,,,,,,,,,,,,,,
1450,by,a,weaponsmith,who,had,worked,wonders,,,,,,,,,,,,
1451,in,days,gone,by,and,adorned,it,with,boarshapes,,,,,,,,,,
1452,since,then,it,had,resisted,every,sword,,,,,,,,,,,,
1453,and,another,item,lent,by,unferth,,,,,,,,,,,,,
1454,at,that,moment,was,of,no,small,importance,,,,,,,,,,,
1455,the,brehon,handed,him,a,hilted,weapon,,,,,,,,,,,,
1456,a,rare,and,ancient,sword,named,hrunting,,,,,,,,,,,,
1457,the,iron,blade,with,its,illboding,patterns,,,,,,,,,,,,
1458,had,been,tempered,in,blood,it,had,never,failed,1460,,,,,,,,,
1459,the,hand,of,anyone,who,had,hefted,it,in,battle,,,,,,,,,
1460,anyone,who,had,fought,and,faced,the,worst,,,,,,,,,,,
1461,in,the,gap,of,danger,this,was,not,the,first,time,,,,,,,,
1462,it,had,been,called,to,perform,heroic,feats,,,,,,,,,,,
1463,when,he,lent,that,blade,to,the,better,swordsman,,,,,,,,,,
1464,unferth,the,strongbuilt,son,of,ecglaf,,,,,,,,,,,,,
1465,could,hardly,have,remember,the,ranting,speech,,,,,,,,,,,,
1466,he,had,made,in,his,cups,he,was,not,man,enough,,,,,,,,
1467,to,face,the,turmoil,of,a,fight,under,water,,,,,,,,,,
1468,and,the,risk,to,his,life,so,there,he,lost,1470,,,,,,,,
1469,fame,and,repute,it,was,different,for,the,other,,,,,,,,,,
1470,rigged,out,in,his,gear,ready,to,do,battle,,,,,,,,,,
1471,beowulf,son,of,ecgtheow,spoke,,,,,,,,,,,,,,
1472,wisest,of,kings,now,that,i,have,come,,,,,,,,,,,
1473,to,the,point,of,action,i,ask,you,to,recall,,,,,,,,,
1474,what,we,said,earlier,that,you,son,of,halfdane,,,,,,,,,,
1475,and,goldfriend,to,retainers,that,you,if,i,should,fall,,,,,,,,,
1476,and,suffer,death,while,serving,your,cause,,,,,,,,,,,,
1477,would,act,like,a,father,to,me,afterwards,,,,,,,,,,,
1478,if,this,combat,kills,me,take,care,1480,,,,,,,,,,,
1479,of,my,young,company,my,comrades,in,arms,,,,,,,,,,,
1480,and,be,sure,also,my,beloved,hrothgar,,,,,,,,,,,,
1481,to,send,hygelac,the,treasures,i,received,,,,,,,,,,,,
1482,let,the,lord,of,the,geats,gaze,on,that,gold,,,,,,,,,
1483,let,hrethels,son,take,note,of,it,and,see,,,,,,,,,,
1484,that,i,found,a,ringgiver,of,rare,magnificence,,,,,,,,,,,
1485,and,enjoyed,the,good,of,his,generosity,,,,,,,,,,,,
1486,and,unferth,is,to,have,what,i,inherited,,,,,,,,,,,
1487,to,that,farfamed,man,i,bequeath,my,own,,,,,,,,,,,
1488,sharphorned,wavesheened,wonder,blade,1490,,,,,,,,,,,,,,
1489,with,hrunting,i,shall,gain,glory,or,die,,,,,,,,,,,
1490,after,these,words,the,prince,of,the,weathergeats,,,,,,,,,,,
1491,was,impatient,to,be,away,and,plunged,suddenly,,,,,,,,,,,
1492,without,more,ado,he,dived,in,to,the,heaving,,,,,,,,,,
1493,depths,of,the,lake,it,was,the,best,part,of,a,day,,,,,,,
1494,before,he,could,see,the,solid,bottom,,,,,,,,,,,,
1495,quickly,the,one,who,haunted,those,waters,,,,,,,,,,,,
1496,who,had,scavenged,and,gone,her,gluttonous,rounds,,,,,,,,,,,
1497,for,a,hundred,seasons,sensed,a,human,,,,,,,,,,,,
1498,observing,her,outlandish,lair,from,above,1500,,,,,,,,,,,,
1499,so,she,lunged,and,clutched,and,managed,to,catch,him,,,,,,,,,
1500,in,her,brutal,grip,but,his,body,for,all,that,,,,,,,,,
1501,remained,unscathed,the,mesh,of,the,chainmail,,,,,,,,,,,,
1502,saved,him,on,the,outside,her,savage,talons,,,,,,,,,,,
1503,failed,to,rip,the,web,of,his,war,shirt,,,,,,,,,,
1504,then,once,she,touched,bottom,the,wolfish,swimmer,,,,,,,,,,,
1505,carried,the,ringmailed,prince,to,her,court,,,,,,,,,,,,
1506,so,that,for,all,his,courage,he,could,never,use,,,,,,,,,
1507,the,weapons,he,carried,and,a,bewildering,horde,,,,,,,,,,,
1508,came,at,him,from,the,depths,droves,of,seabeasts,1510,,,,,,,,,
1509,who,attacked,with,tusks,and,tore,at,his,chainmail,,,,,,,,,,
1510,in,a,ghastly,onslaught,the,gallant,man,,,,,,,,,,,,
1511,could,see,he,had,entered,some,hellish,turnhole,,,,,,,,,,,
1512,and,yet,the,water,did,not,work,against,him,,,,,,,,,,
1513,because,the,hallroofing,held,off,,,,,,,,,,,,,,
1514,the,force,of,the,current,then,he,saw,firelight,,,,,,,,,,
1515,a,gleam,and,flareup,a,glimmer,of,brightness,,,,,,,,,,,
1516,the,hero,observed,that,swampthing,from,hell,,,,,,,,,,,,
1517,the,tarnhag,in,all,her,terrible,strength,,,,,,,,,,,,
1518,then,heaved,his,warsword,and,swung,his,arm,1520,,,,,,,,,,
1519,the,decorated,blade,came,down,ringing,,,,,,,,,,,,,
1520,and,singing,on,her,head,but,he,soon,found,,,,,,,,,,
1521,his,battletorch,extinguished,the,shinning,blade,,,,,,,,,,,,,
1522,refused,to,bite,it,spared,her,and,failed,,,,,,,,,,,
1523,the,man,in,his,need,it,had,gone,through,many,,,,,,,,,
1524,handtohand,fights,had,hewed,the,armor,,,,,,,,,,,,,
1525,and,helmets,of,the,doomed,but,here,at,last,,,,,,,,,,
1526,the,fabulous,powers,of,that,heirloom,failed,,,,,,,,,,,,
1527,hygelacs,kinsman,kept,thinking,about,,,,,,,,,,,,,,
1528,his,name,and,fame,he,never,lost,heart,1530,,,,,,,,,,
1529,then,in,fury,he,flung,his,sword,away,,,,,,,,,,,
1530,the,keen,inlaid,wormloopedpatterned,steel,,,,,,,,,,,,,,
1531,was,hurled,to,the,ground,he,would,have,to,rely,,,,,,,,,
1532,on,the,might,of,his,arm,so,must,a,man,do,,,,,,,,
1533,who,intends,to,gain,enduring,glory,,,,,,,,,,,,,
1534,in,a,combat,life,doesnt,cost,him,thought,,,,,,,,,,,
1535,then,the,prince,of,wargeats,warming,to,his,fight,,,,,,,,,,
1536,with,grendels,mother,gripped,her,shoulder,,,,,,,,,,,,,
1537,and,laid,about,him,in,a,battle,frenzy,,,,,,,,,,,
1538,he,pitched,his,killer,opponent,to,the,floor,1540,,,,,,,,,,
1539,but,she,rose,quickly,and,retaliated,,,,,,,,,,,,,
1540,grappled,him,tightly,in,her,grim,embrace,,,,,,,,,,,,
1541,the,surefooted,fight,fell,daunted,,,,,,,,,,,,,,
1542,the,strongest,of,warriors,stumbled,and,fell,,,,,,,,,,,,
1543,so,she,pounced,upon,him,and,pulled,out,,,,,,,,,,,
1544,a,broad,whetted,knife,now,she,could,avenge,,,,,,,,,,,
1545,her,only,child,but,the,mesh,of,chainmail,,,,,,,,,,,
1546,on,beowulfs,shoulder,shielded,his,life,,,,,,,,,,,,,
1547,turned,the,edge,and,tip,of,the,blade,,,,,,,,,,,
1548,the,son,of,ecgtheow,would,surely,have,perished,1550,,,,,,,,,,
1549,and,the,geats,lost,their,warrior,under,the,wide,earth,,,,,,,,,
1550,had,the,strong,links,and,locks,of,his,wargear,,,,,,,,,,
1551,not,helped,to,save,him,holy,god,,,,,,,,,,,,
1552,decided,the,victory,it,was,easy,for,the,lord,,,,,,,,,,
1553,the,ruler,of,heaven,to,redress,the,balance,,,,,,,,,,,
1554,once,beowulf,got,back,up,on,his,feet,,,,,,,,,,,
1555,then,he,saw,a,blade,that,boded,well,,,,,,,,,,,
1556,a,sword,in,her,armory,an,ancient,heirloom,,,,,,,,,,,
1557,from,the,days,of,the,giants,an,ideal,weapon,,,,,,,,,,
1558,one,that,any,warrior,would,envy,1560,,,,,,,,,,,,
1559,but,so,huge,and,heavy,in,itself,,,,,,,,,,,,
1560,only,beowulf,could,wield,it,in,battle,,,,,,,,,,,,
1561,so,the,shieldings,hero,hardpressed,and,enraged,,,,,,,,,,,,
1562,took,a,firm,hold,of,the,hilt,and,swung,,,,,,,,,,
1563,the,blade,in,an,arc,a,resolute,blow,,,,,,,,,,,
1564,that,bit,into,her,neck,bone,,,,,,,,,,,,,
1565,and,severed,it,entirely,toppling,the,doomed,,,,,,,,,,,,
1566,house,of,her,flesh,she,fell,to,the,floor,,,,,,,,,,
1567,the,sword,dripped,blood,the,swordsman,was,elated,,,,,,,,,,,
1568,a,light,appeared,and,the,place,brightened,1570,,,,,,,,,,,
1569,the,way,the,sky,does,when,heavens,candle,,,,,,,,,,,
1570,is,shinning,clearly,he,inspected,the,vault,,,,,,,,,,,,
1571,with,sword,held,high,its,hilt,raised,,,,,,,,,,,,
1572,to,guard,and,threaten,hygelacs,thane,,,,,,,,,,,,,
1573,scouted,by,the,wall,in,grendels,wake,,,,,,,,,,,,
1574,now,the,weapon,was,to,prove,its,worth,,,,,,,,,,,
1575,the,warrior,determined,to,take,revenge,,,,,,,,,,,,,
1576,for,every,gross,act,grendel,had,committed,,,,,,,,,,,,
1577,and,not,only,for,that,one,occasion,,,,,,,,,,,,
1578,when,hed,come,to,slaughter,the,sleeping,troops,1580,,,,,,,,,,
1579,fifteen,of,hrothgars,houseguards,,,,,,,,,,,,,,,
1580,surprised,on,their,benches,and,ruthlessly,devoured,,,,,,,,,,,,
1581,and,as,many,again,carried,away,,,,,,,,,,,,,
1582,a,brutal,plunderer,beowulf,in,his,fury,,,,,,,,,,,,
1583,now,settled,that,score,he,saw,the,monster,,,,,,,,,,,
1584,in,his,resting,place,warweary,and,wrecked,,,,,,,,,,,,
1585,a,lifeless,corpse,a,casualty,,,,,,,,,,,,,,
1586,of,the,battle,in,heorot,the,body,gaped,,,,,,,,,,,
1587,at,the,stroke,dealt,to,it,after,death,,,,,,,,,,,
1588,beowulf,cut,the,corpses,head,off,1590,,,,,,,,,,,,
1589,immediately,the,counselors,keeping,a,lookout,,,,,,,,,,,,,
1590,with,hrothgar,watching,the,lake,water,,,,,,,,,,,,,
1591,saw,a,heaveup,and,surge,of,waves,,,,,,,,,,,,
1592,and,blood,in,the,backwash,they,bowed,gray,heads,,,,,,,,,,
1593,spoke,in,their,sage,experienced,way,,,,,,,,,,,,,
1594,about,the,good,warrior,how,they,never,again,,,,,,,,,,,
1595,expected,to,see,that,prince,returning,,,,,,,,,,,,,
1596,in,triumph,to,their,king,it,was,clear,to,many,,,,,,,,,
1597,that,the,wolf,of,the,deep,had,destroyed,him,forever,,,,,,,,,
1598,the,ninth,hour,of,the,day,arrived,1600,,,,,,,,,,,
